DT,daily_reward
2020-01-02,0.015089806323068222
2020-01-03,0.02185082553977602
2020-01-06,-0.007513912036383075
2020-01-07,0.013462359470613139
2020-01-08,-0.029880925634688804
2020-01-09,0.004139647985178296
2020-01-10,-0.0029405829273214668
2020-01-13,-0.008847766372704902
2020-01-14,0.006272061612065727
2020-01-15,0.0015654896503740634
2020-01-16,-0.003444483038091972
2020-01-17,0.002497894217084351
2020-01-20,0.008373171085035658
2020-01-21,-0.0
2020-01-22,0.0
2020-01-23,0.0
2020-02-03,-0.005786841957413302
2020-02-04,-0.0057640144665461746
2020-02-05,-0.006365806524951667
2020-02-06,0.005720169317011692
2020-02-07,0.0
2020-02-10,-0.0
2020-02-11,-0.0
2020-02-12,0.008295324971493656
2020-02-13,0.0006502502049701153
2020-02-14,0.0040967395603774825
2020-02-17,0.005571344157123237
2020-02-18,0.010549290651145737
2020-02-19,0.0032120507282495936
2020-02-20,0.01981783052718744
2020-02-21,0.02121901050124486
2020-02-24,-0.019585497720767453
2020-02-25,0.004595464006703853
2020-02-26,-0.001022522401313175
2020-02-27,-0.01575757575757586
2020-02-28,-0.01751505199781056
2020-03-02,-0.0021448467966573848
2020-03-03,0.018061022248276215
2020-03-04,0.003372635042500738
2020-03-05,0.019457273248982165
2020-03-06,-0.0006701514542286624
2020-03-09,-0.016443133047210234
2020-03-10,0.008099926364305787
2020-03-11,-0.009171085380370037
2020-03-12,-0.029433447098975996
2020-03-13,-0.0
2020-03-16,0.040271571983984344
2020-03-17,-0.022280669931676655
2020-03-18,0.007274878012716202
2020-03-19,-0.012958384223539676
2020-03-20,0.0037936713327844096
2020-03-23,-0.05357933579335783
2020-03-24,-0.018408517792098733
2020-03-25,0.002971359396924167
2020-03-26,0.0
2020-03-27,-0.0
2020-03-30,-0.0
2020-03-31,-0.0
2020-04-01,0.0
2020-04-02,0.0
2020-04-03,0.0
2020-04-07,-0.0
2020-04-08,0.001296246286794478
2020-04-09,0.0048816009493499735
2020-04-10,-0.0022008105424192737
2020-04-13,0.014121634343814637
2020-04-14,-0.008779375099464248
2020-04-15,0.012362527093200626
2020-04-16,-0.022255702693415702
2020-04-17,0.0
2020-04-20,0.01275986050660971
2020-04-21,-0.0042975736059579495
2020-04-22,0.015414723071148995
2020-04-23,0.00855400374897708
2020-04-24,-0.004790450511766631
2020-04-27,-0.00946919880056818
2020-04-28,0.00446120346274359
2020-04-29,0.006424152699201713
2020-04-30,-0.0017599621739473603
2020-05-06,-0.005341824114520222
2020-05-07,0.013227863170983456
2020-05-08,-0.004569309903652785
2020-05-11,-0.0012590494176897282
2020-05-12,-0.00018384284063455159
2020-05-13,0.00625180593133523
2020-05-14,0.015114730989114422
2020-05-15,0.02368461657151677
2020-05-18,-0.014796392594267349
2020-05-19,0.01157631699729711
2020-05-20,-0.01194797338173026
2020-05-21,0.0003571610796468949
2020-05-22,-0.0018616749974498248
2020-05-25,0.003755844554025556
2020-05-26,-0.008349030188871454
2020-05-27,0.006571179218645806
2020-05-28,-0.000561024124037246
2020-05-29,0.009670340885894912
2020-06-01,-0.0025523742134391236
2020-06-02,-0.009728908031416239
2020-06-03,-0.008570843780381754
2020-06-04,0.0
2020-06-05,-0.0
2020-06-08,0.0
2020-06-09,0.0
2020-06-10,-0.008486562942008335
2020-06-11,0.0014025245441794398
2020-06-12,0.00766087844739527
2020-06-15,-0.0027792074112196197
2020-06-16,-0.00143707657565173
2020-06-17,0.0008968839688398011
2020-06-18,-0.002026212521480497
2020-06-19,-0.008805160233439135
2020-06-22,0.0
2020-06-23,0.0
2020-06-24,0.00037773860488532485
2020-06-29,0.0017117684078036266
2020-06-30,0.006961023295554369
2020-07-01,-0.011454953830796089
2020-07-02,0.0035596172780287816
2020-07-03,-0.001609981887703782
2020-07-06,0.0007810925216689135
2020-07-07,0.005614441451194718
2020-07-08,0.006384257172900698
2020-07-09,-0.006070104734184234
2020-07-10,0.003929617300328037
2020-07-13,-0.002518075292944566
2020-07-14,0.0014496738233897855
2020-07-15,-0.0025457358923803852
2020-07-16,-0.00665582384586505
2020-07-17,0.003425778986876349
2020-07-20,0.007706790510857209
2020-07-21,0.021847441582382388
2020-07-22,0.006119115531826758
2020-07-23,0.011873031257572109
2020-07-24,0.021096743295019094
2020-07-27,-0.0033066766726860264
2020-07-28,0.004682352941176582
2020-07-29,-0.012623246446052616
2020-07-30,0.016627134724857662
2020-07-31,-0.0019831548493969287
2020-08-03,0.0007247054423040744
2020-08-04,0.02707501109631605
2020-08-05,0.006391302370013285
2020-08-06,0.007345130743327211
2020-08-07,-0.00834604684555329
2020-08-10,-0.02208144796380085
2020-08-11,-0.06140107347769763
2020-08-12,0.016046339659847142
2020-08-13,0.010213240823851999
2020-08-14,0.009581672350031267
2020-08-17,0.022026117361623188
2020-08-18,-0.014359857565108158
2020-08-19,-0.0
2020-08-20,-0.0
2020-08-21,0.0
2020-08-24,0.005192807000673039
2020-08-25,0.0034316094731754454
2020-08-26,-0.012536980454920243
2020-08-27,-0.0
2020-08-28,-0.0027541611783019615
2020-08-31,0.0
2020-09-01,-0.0
2020-09-02,0.011634018155757264
2020-09-03,-0.0007251105793633084
2020-09-04,0.002608506629954266
2020-09-07,0.0
2020-09-08,0.00014492053523984527
2020-09-09,0.0
2020-09-10,-0.0
2020-09-11,0.0
2020-09-14,-0.002909493123016249
2020-09-15,0.002037929463664878
2020-09-16,-0.0
2020-09-17,0.0
2020-09-18,0.0
2020-09-21,0.02570093457943934
2020-09-22,0.011891517713664146
2020-09-23,0.011208967173738982
